Time [sec],Frequency [Hz],Voltage 1 [V],Current 1 [A],Power factor [-],True power [W]
2024-02-07 16:52:11.063215,59.970001220703125,119.22422790527344,2.3556721210479736,0.6848675608634949,192.39501953125
2024-02-07 16:52:11.679889,59.970001220703125,119.22422790527344,2.3556721210479736,0.6852322220802307,192.31642150878906
2024-02-07 16:52:12.368343,59.970001220703125,119.1793441772461,2.355487585067749,0.6852322220802307,192.31642150878906
2024-02-07 16:52:13.016237,59.970001220703125,119.20588684082031,2.355527400970459,0.6851286292076111,192.3885498046875
2024-02-07 16:52:13.653879,59.970001220703125,119.20588684082031,2.355527400970459,0.6851286292076111,192.3885498046875
2024-02-07 16:52:14.256276,59.970001220703125,119.18929290771484,2.3554491996765137,0.6850684285163879,192.30923461914062
2024-02-07 16:52:14.980894,59.970001220703125,119.1814193725586,2.355203151702881,0.6851354241371155,192.2541961669922
2024-02-07 16:52:15.593367,59.970001220703125,119.1814193725586,2.355203151702881,0.6851354241371155,192.2541961669922
2024-02-07 16:52:16.201838,59.970001220703125,119.18355560302734,2.3551721572875977,0.685133695602417,192.3074951171875
2024-02-07 16:52:16.995408,59.970001220703125,119.1466064453125,2.3548617362976074,0.6853095293045044,192.20339965820312
2024-02-07 16:52:17.608853,59.970001220703125,119.1466064453125,2.3548617362976074,0.6853095293045044,192.1884765625
2024-02-07 16:52:18.412491,59.970001220703125,119.16646575927734,2.354696273803711,0.6850653886795044,192.1884765625
2024-02-07 16:52:19.017882,59.970001220703125,119.19105529785156,2.3548059463500977,0.6850088834762573,192.28890991210938
2024-02-07 16:52:19.623746,59.970001220703125,119.19105529785156,2.3548059463500977,0.6850088834762573,192.30426025390625
2024-02-07 16:52:20.348171,59.970001220703125,119.1759033203125,2.3548810482025146,0.6851584911346436,192.30426025390625
2024-02-07 16:52:21.010554,59.970001220703125,119.1894760131836,2.355038642883301,0.6848829984664917,192.28196716308594
2024-02-07 16:52:21.631668,59.970001220703125,119.1894760131836,2.355038642883301,0.6848829984664917,192.28196716308594
2024-02-07 16:52:22.240323,59.970001220703125,119.21559143066406,2.3553645610809326,0.6846680045127869,192.33163452148438
2024-02-07 16:52:22.995633,59.970001220703125,119.21142578125,2.355515480041504,0.6845787167549133,192.26904296875
2024-02-07 16:52:23.634622,59.959999084472656,119.21142578125,2.355515480041504,0.6845787167549133,192.21853637695312
2024-02-07 16:52:24.341581,59.959999084472656,119.17497253417969,2.3553926944732666,0.6848829984664917,192.21853637695312
2024-02-07 16:52:24.996154,59.959999084472656,119.21256256103516,2.3556480407714844,0.6846701502799988,192.33360290527344
2024-02-07 16:52:25.637449,59.959999084472656,119.21256256103516,2.3556480407714844,0.6846701502799988,192.33360290527344
2024-02-07 16:52:26.244369,59.959999084472656,119.21873474121094,2.3559658527374268,0.684707760810852,192.3947296142578
2024-02-07 16:52:26.881030,59.959999084472656,119.2126693725586,2.3560805320739746,0.6845113635063171,192.28939819335938
2024-02-07 16:52:27.515271,59.970001220703125,119.2126693725586,2.3560805320739746,0.6845113635063171,192.28939819335938
2024-02-07 16:52:28.147512,59.970001220703125,119.20979309082031,2.356250524520874,0.6846152544021606,192.3414306640625
2024-02-07 16:52:28.791274,59.970001220703125,119.1953125,2.3561851978302,0.6846367716789246,192.26123046875
2024-02-07 16:52:29.445037,59.970001220703125,119.1953125,2.3561851978302,0.6846367716789246,192.26123046875
2024-02-07 16:52:30.042126,59.970001220703125,119.18719482421875,2.355999231338501,0.6846147775650024,192.19735717773438
2024-02-07 16:52:30.656563,59.970001220703125,119.18719482421875,2.355999231338501,0.6846147775650024,192.19735717773438
2024-02-07 16:52:31.279142,59.970001220703125,119.24137115478516,2.356297731399536,0.6841881275177002,192.30780029296875
2024-02-07 16:52:31.902907,59.970001220703125,119.22452545166016,2.356405735015869,0.6844656467437744,192.3204803466797
2024-02-07 16:52:32.514838,59.970001220703125,119.22452545166016,2.356405735015869,0.6844656467437744,192.3204803466797
2024-02-07 16:52:33.142256,59.970001220703125,119.21524810791016,2.3564136028289795,0.684393048286438,192.26187133789062
2024-02-07 16:52:33.754632,59.970001220703125,119.22193908691406,2.356466770172119,0.6843248605728149,192.26846313476562
2024-02-07 16:52:34.444944,59.970001220703125,119.22193908691406,2.356466770172119,0.6843248605728149,192.26846313476562
2024-02-07 16:52:35.096407,59.970001220703125,119.22635650634766,2.356511116027832,0.6842764616012573,192.2634735107422
2024-02-07 16:52:35.707988,59.970001220703125,119.23368072509766,2.3567192554473877,0.6845303773880005,192.4034881591797
2024-02-07 16:52:36.410377,59.970001220703125,119.23368072509766,2.3567192554473877,0.6845303773880005,192.4034881591797
2024-02-07 16:52:37.011885,59.970001220703125,119.22145080566406,2.3567209243774414,0.6845555901527405,192.34039306640625
2024-02-07 16:52:37.662380,59.970001220703125,119.22145080566406,2.3567209243774414,0.6845555901527405,192.28030395507812
2024-02-07 16:52:38.347491,59.970001220703125,119.21891784667969,2.35664963722229,0.6844403743743896,192.28030395507812
2024-02-07 16:52:38.995145,59.970001220703125,119.23236083984375,2.3567051887512207,0.6844602227210999,192.34312438964844
